playerID,yearID_x,stint,teamID_x,lgID_x,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID_y,teamID_y,lgID_y,salary
rodgebr01,2016,1,HOU,AL,0,1,5,1,0,0,0,25,15,14,0,7,3,0.385,15.12,0.0,0,1.0,0,48.0,2,14,0.0,1.0,0.0,,,,
rodnefe01,2016,1,SDN,NL,0,1,28,0,0,0,17,86,13,1,0,12,33,0.137,0.31,0.0,1,2.0,1,109.0,24,2,0.0,0.0,3.0,2016.0,SDN,NL,1600000.0
rodnefe01,2016,2,MIA,NL,2,3,39,0,0,0,8,110,41,24,5,25,41,0.289,5.89,3.0,4,3.0,0,174.0,17,25,3.0,1.0,3.0,2016.0,SDN,NL,1600000.0
rodonca01,2016,1,CHA,AL,9,10,28,28,0,0,0,495,176,74,23,54,168,0.273,4.04,3.0,11,6.0,1,715.0,0,82,4.0,6.0,14.0,2016.0,CHA,AL,518000.0
rodried05,2016,1,BOS,AL,3,7,20,20,0,0,0,321,99,56,16,40,100,0.241,4.71,1.0,0,3.0,0,458.0,0,58,1.0,4.0,3.0,2016.0,BOS,AL,521000.0
rodrife02,2016,1,OAK,AL,2,0,34,0,0,0,0,122,30,19,3,17,37,0.21,4.2,0.0,2,1.0,0,163.0,4,19,1.0,1.0,5.0,2016.0,OAK,AL,1050000.0
rodrifr03,2016,1,DET,AL,3,4,61,0,0,0,44,175,45,21,6,21,52,0.214,3.24,1.0,4,1.0,0,235.0,55,24,0.0,3.0,4.0,2016.0,DET,AL,7383481.0
rodrijo04,2016,1,PHI,NL,0,0,12,0,0,0,0,29,8,3,0,4,7,0.235,2.79,1.0,0,1.0,0,39.0,1,3,0.0,0.0,3.0,,,,
roech01,2016,1,BAL,AL,1,0,9,0,0,0,0,29,8,4,2,7,11,0.216,3.72,0.0,1,0.0,0,44.0,6,4,0.0,0.0,0.0,,,,
roech01,2016,2,ATL,NL,1,0,21,0,0,0,0,60,14,8,0,7,26,0.2,3.6,1.0,0,1.0,0,80.0,5,8,0.0,2.0,2.0,,,,
rogerta01,2016,1,MIN,AL,3,1,57,0,0,0,0,184,63,27,7,16,64,0.26,3.96,3.0,1,5.0,0,264.0,8,29,0.0,1.0,9.0,,,,
rollida01,2016,1,SEA,AL,1,0,11,0,0,0,0,28,12,8,2,7,6,0.3,7.71,1.0,1,0.0,0,47.0,6,8,0.0,0.0,0.0,,,,
romeren01,2016,1,TBA,AL,2,0,52,0,0,0,1,137,42,30,7,28,50,0.244,5.91,1.0,1,0.0,0,204.0,15,31,0.0,4.0,3.0,2016.0,TBA,AL,510000.0
rominan01,2016,1,DET,AL,0,0,1,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0,4.0,1,0,0.0,0.0,0.0,2016.0,DET,AL,900000.0
romose01,2016,1,SFN,NL,1,0,40,0,0,0,4,92,26,9,5,7,33,0.236,2.64,1.0,1,0.0,0,117.0,13,9,0.0,0.0,4.0,2016.0,SFN,NL,9000000.0
rondobr01,2016,1,DET,AL,5,2,37,0,0,0,0,109,23,12,5,12,45,0.181,2.97,1.0,1,3.0,1,144.0,7,12,2.0,0.0,2.0,,,,
rondohe01,2016,1,CHN,NL,2,3,54,0,0,0,18,153,42,20,8,8,58,0.225,3.53,0.0,3,2.0,0,200.0,35,20,1.0,2.0,4.0,2016.0,CHN,NL,4200000.0
rondojo01,2016,1,PIT,NL,0,0,2,0,0,0,0,11,9,7,1,1,4,0.474,17.18,0.0,1,0.0,0,20.0,1,7,0.0,0.0,2.0,,,,
rosentr01,2016,1,SLN,NL,2,4,45,0,0,0,14,121,48,20,3,29,56,0.293,4.46,0.0,0,3.0,0,197.0,27,22,1.0,0.0,4.0,2016.0,SLN,NL,5600000.0
rossjo01,2016,1,WAS,NL,7,5,19,19,0,0,0,315,108,40,9,29,93,0.269,3.43,3.0,2,6.0,0,447.0,0,43,7.0,3.0,10.0,2016.0,WAS,NL,514400.0
rossro01,2016,1,BOS,AL,3,2,54,0,0,0,0,166,47,20,2,23,56,0.228,3.25,0.0,7,8.0,0,238.0,8,21,0.0,1.0,6.0,2016.0,BOS,AL,1250000.0
rossty01,2016,1,SDN,NL,0,1,1,1,0,0,0,16,9,7,0,1,5,0.375,11.81,0.0,1,2.0,0,27.0,0,8,0.0,0.0,0.0,2016.0,SDN,NL,9625000.0
rothmi01,2016,1,TEX,AL,0,0,1,0,0,0,0,11,10,6,3,1,3,0.476,14.73,0.0,0,0.0,0,22.0,1,6,0.0,0.0,0.0,,,,
rowenbe01,2016,1,MIL,NL,0,0,4,0,0,0,0,9,10,5,0,0,2,0.526,15.0,0.0,0,0.0,0,19.0,1,6,0.0,0.0,1.0,,,,
rusinch01,2016,1,COL,NL,3,5,29,7,0,0,0,253,82,35,5,23,69,0.259,3.74,2.0,4,3.0,0,350.0,1,36,7.0,0.0,10.0,2016.0,COL,NL,512500.0
russeja02,2016,1,PHI,NL,0,0,7,0,0,0,0,13,9,9,2,5,4,0.429,18.69,0.0,0,0.0,0,27.0,1,9,0.0,1.0,0.0,2016.0,PHI,NL,1500000.0
ryanky01,2016,1,DET,AL,4,2,56,0,0,0,0,167,48,19,2,15,35,0.234,3.07,5.0,1,3.0,0,226.0,14,21,2.0,1.0,7.0,2016.0,DET,AL,509500.0
ryuhy01,2016,1,LAN,NL,0,1,1,1,0,0,0,14,8,6,1,2,4,0.364,11.57,1.0,0,0.0,0,24.0,0,6,0.0,0.0,0.0,2016.0,LAN,NL,7833333.0
rzepcma01,2016,1,OAK,AL,1,0,56,0,0,0,0,108,38,12,1,24,37,0.266,3.0,6.0,5,2.0,0,169.0,15,14,0.0,0.0,5.0,2016.0,OAK,AL,2950000.0
rzepcma01,2016,2,WAS,NL,0,0,14,0,0,0,0,35,8,2,0,5,9,0.216,1.54,2.0,0,2.0,0,46.0,0,3,1.0,1.0,2.0,2016.0,OAK,AL,2950000.0
sabatcc01,2016,1,NYA,AL,9,12,30,30,0,0,0,539,172,78,22,65,152,0.25,3.91,1.0,2,9.0,1,768.0,0,83,5.0,2.0,21.0,2016.0,NYA,AL,25000000.0
salasfe01,2016,1,LAA,AL,3,6,58,0,0,0,6,169,52,28,9,19,45,0.248,4.47,1.0,0,0.0,0,231.0,22,28,0.0,2.0,5.0,2016.0,LAA,AL,2400000.0
salasfe01,2016,2,NYN,NL,0,1,17,0,0,0,0,52,11,4,3,0,19,0.177,2.08,0.0,1,0.0,0,62.0,2,4,0.0,0.0,1.0,2016.0,LAA,AL,2400000.0
salazda01,2016,1,CLE,AL,11,6,25,25,0,0,0,412,121,59,16,63,161,0.235,3.87,3.0,9,2.0,3,584.0,0,61,0.0,4.0,9.0,2016.0,CLE,AL,536200.0
salech01,2016,1,CHA,AL,17,10,32,32,6,1,0,680,190,84,27,45,233,0.227,3.34,2.0,2,17.0,0,907.0,0,88,5.0,3.0,16.0,2016.0,CHA,AL,9150000.0
samarje01,2016,1,SFN,NL,12,11,32,32,1,0,0,610,190,86,24,54,167,0.249,3.81,4.0,2,1.0,0,829.0,0,88,6.0,4.0,19.0,2016.0,SFN,NL,10800000.0
sampsad01,2016,1,SEA,AL,0,1,1,1,0,0,0,14,8,4,2,1,2,0.4,7.71,0.0,0,0.0,0,21.0,0,4,0.0,0.0,2.0,,,,
sampske01,2016,1,CIN,NL,0,1,18,2,0,0,0,118,40,19,9,27,42,0.255,4.35,2.0,3,2.0,0,188.0,2,24,2.0,0.0,1.0,2016.0,CIN,NL,507500.0
sanchaa01,2016,1,TOR,AL,15,2,30,30,0,0,0,576,161,64,15,63,161,0.224,3.0,0.0,5,5.0,0,790.0,0,69,1.0,2.0,14.0,2016.0,TOR,AL,517800.0
sanchan01,2016,1,DET,AL,7,13,35,26,0,0,0,460,171,100,30,53,135,0.285,5.87,1.0,7,5.0,2,668.0,3,108,4.0,6.0,13.0,2016.0,DET,AL,16800000.0
santaer01,2016,1,MIN,AL,7,11,30,30,2,1,0,544,168,68,19,53,149,0.245,3.38,2.0,11,4.0,3,748.0,0,78,1.0,5.0,20.0,2016.0,MIN,AL,13500000.0
santihe01,2016,1,LAA,AL,10,4,22,22,0,0,0,362,104,57,20,57,107,0.233,4.25,0.0,2,4.0,1,515.0,0,61,3.0,4.0,9.0,2016.0,LAA,AL,5000000.0
santihe01,2016,2,MIN,AL,3,6,11,11,0,0,0,184,65,38,13,22,37,0.267,5.58,0.0,1,1.0,0,270.0,0,39,2.0,2.0,2.0,2016.0,LAA,AL,5000000.0
sardilu01,2016,1,SEA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0,2016.0,SEA,AL,512000.0
saupowa01,2016,1,DET,AL,1,1,6,0,0,0,0,29,17,8,0,3,10,0.395,7.45,0.0,0,1.0,0,49.0,2,8,0.0,2.0,1.0,,,,
scahiro01,2016,1,PIT,NL,0,0,15,0,0,0,0,49,18,8,1,6,13,0.29,4.41,0.0,1,2.0,0,71.0,5,9,0.0,1.0,2.0,,,,
scahiro01,2016,2,MIL,NL,0,0,16,0,0,0,0,55,16,5,1,3,14,0.225,2.45,0.0,0,2.0,0,76.0,7,5,0.0,0.0,1.0,,,,
schepta01,2016,1,TEX,AL,1,1,10,0,0,0,1,26,6,4,0,3,5,0.188,4.15,1.0,2,0.0,0,35.0,5,4,0.0,0.0,0.0,2016.0,TEX,AL,900000.0
scherma01,2016,1,WAS,NL,20,7,34,34,1,0,0,685,165,75,31,56,284,0.199,2.96,2.0,2,6.0,1,902.0,0,77,7.0,3.0,6.0,2016.0,WAS,NL,22142857.0
schugaj01,2016,1,PIT,NL,2,2,36,0,0,0,1,156,41,21,4,13,46,0.216,3.63,0.0,2,1.0,0,204.0,11,22,0.0,0.0,5.0,,,,
schulbo02,2016,1,TOR,AL,0,1,16,0,0,0,0,49,17,10,3,3,10,0.266,5.51,0.0,0,0.0,0,68.0,8,10,0.0,1.0,1.0,2016.0,TOR,AL,513300.0
schuspa01,2016,1,OAK,AL,0,0,5,0,0,0,0,20,9,8,0,6,6,0.321,10.8,0.0,0,0.0,0,35.0,3,8,0.0,1.0,0.0,,,,
schuspa01,2016,2,PHI,NL,0,1,6,0,0,0,0,6,6,10,1,4,2,0.5,45.0,0.0,2,2.0,0,19.0,0,11,1.0,0.0,0.0,,,,
scottro02,2016,1,BOS,AL,1,0,7,0,0,0,0,18,6,0,0,2,5,0.273,0.0,0.0,1,0.0,0,25.0,1,0,1.0,0.0,0.0,,,,
scribev01,2016,1,SEA,AL,0,0,12,0,0,0,0,42,5,0,0,2,15,0.111,0.0,1.0,0,1.0,0,49.0,0,0,1.0,0.0,1.0,2016.0,SEA,AL,807500.0
severlu01,2016,1,NYA,AL,3,8,22,11,0,0,0,213,78,46,11,25,66,0.275,5.83,1.0,3,3.0,0,312.0,3,48,0.0,0.0,8.0,2016.0,NYA,AL,521300.0
shawbr01,2016,1,CLE,AL,2,5,75,0,0,0,1,200,56,24,8,28,69,0.23,3.24,3.0,2,1.0,0,275.0,9,26,2.0,1.0,8.0,2016.0,CLE,AL,2750000.0
shielja02,2016,1,SDN,NL,2,7,11,11,0,0,0,202,69,32,9,27,57,0.272,4.28,2.0,3,1.0,0,284.0,0,33,1.0,1.0,11.0,2016.0,SDN,NL,21000000.0
shielja02,2016,2,CHA,AL,4,12,22,22,1,0,0,343,139,86,31,55,78,0.296,6.77,1.0,7,7.0,0,538.0,0,89,1.0,4.0,8.0,2016.0,SDN,NL,21000000.0
shiplbr01,2016,1,ARI,NL,4,5,13,11,0,0,0,210,80,41,14,28,43,0.293,5.27,1.0,1,1.0,0,306.0,0,43,2.0,2.0,13.0,,,,
shoemma01,2016,1,LAA,AL,9,13,27,27,1,1,0,480,166,69,18,30,143,0.266,3.88,1.0,2,7.0,0,668.0,0,71,2.0,5.0,10.0,2016.0,LAA,AL,530000.0
shrevch01,2016,1,NYA,AL,2,1,37,0,0,0,1,99,29,19,8,13,33,0.232,5.18,0.0,0,3.0,0,142.0,11,19,1.0,0.0,0.0,2016.0,NYA,AL,533400.0
shuckja01,2016,1,CHA,AL,0,0,1,0,0,0,0,3,1,1,0,0,0,0.25,9.0,0.0,0,0.0,0,4.0,1,1,0.0,0.0,0.0,2016.0,CHA,AL,521000.0
siegrke01,2016,1,SLN,NL,6,3,67,0,0,0,3,185,42,19,10,26,66,0.193,2.77,2.0,5,1.0,0,248.0,11,20,0.0,3.0,4.0,2016.0,SLN,NL,539000.0
simmosh01,2016,1,ATL,NL,0,0,7,0,0,0,0,20,6,1,0,0,3,0.24,1.35,0.0,0,0.0,0,25.0,2,1,0.0,0.0,1.0,2016.0,ATL,NL,508000.0
simonal01,2016,1,CIN,NL,2,7,15,11,0,0,0,176,89,61,15,31,39,0.349,9.36,2.0,3,8.0,0,298.0,1,64,1.0,3.0,6.0,2016.0,CIN,NL,2000000.0
sippto01,2016,1,HOU,AL,1,2,60,0,0,0,1,131,52,24,12,18,40,0.297,4.95,0.0,0,1.0,0,195.0,13,26,0.0,1.0,6.0,2016.0,HOU,AL,6000000.0
skaggty01,2016,1,LAA,AL,3,4,10,10,0,0,0,149,51,23,5,23,50,0.267,4.17,0.0,0,2.0,0,219.0,0,23,0.0,3.0,4.0,,,,
smithbl01,2016,1,CHA,AL,0,0,5,0,0,0,0,13,7,3,1,0,1,0.35,6.23,0.0,0,1.0,0,21.0,1,3,0.0,0.0,0.0,,,,
smithca02,2016,1,BOS,AL,0,0,3,0,0,0,0,8,2,0,0,1,2,0.2,0.0,0.0,0,0.0,0,11.0,0,1,0.0,0.0,1.0,2016.0,BOS,AL,529000.0
smithch07,2016,1,OAK,AL,0,0,13,0,0,0,0,74,14,8,2,13,29,0.165,2.92,0.0,0,0.0,0,100.0,8,9,0.0,2.0,1.0,,,,
smithja06,2016,1,SDN,NL,1,0,4,0,0,0,0,12,5,2,1,1,3,0.333,4.5,0.0,0,1.0,0,17.0,1,2,0.0,0.0,1.0,,,,
smithjo05,2016,1,LAA,AL,1,4,38,0,0,0,6,113,36,16,4,13,25,0.257,3.82,3.0,0,5.0,1,160.0,16,16,1.0,1.0,4.0,2016.0,LAA,AL,5250000.0
smithjo05,2016,2,CHN,NL,1,1,16,0,0,0,0,43,11,4,4,5,15,0.216,2.51,0.0,0,1.0,0,57.0,3,4,0.0,0.0,0.0,2016.0,LAA,AL,5250000.0
smithjo07,2016,1,CIN,NL,3,3,32,2,0,0,0,179,57,31,11,26,48,0.247,4.68,1.0,1,1.0,0,260.0,8,32,1.0,1.0,1.0,,,,
smithwi04,2016,1,MIL,NL,1,3,27,0,0,0,0,66,18,9,3,9,22,0.225,3.68,1.0,3,1.0,0,92.0,3,13,1.0,1.0,2.0,2016.0,MIL,NL,1475000.0
smithwi04,2016,2,SFN,NL,1,1,26,0,0,0,0,55,13,6,0,9,26,0.197,2.95,0.0,0,0.0,0,75.0,1,6,0.0,0.0,1.0,2016.0,MIL,NL,1475000.0
smokejo01,2016,1,NYN,NL,3,0,20,0,0,0,0,46,16,8,4,4,25,0.267,4.7,1.0,0,1.0,0,65.0,4,10,0.0,0.0,2.0,,,,
smylydr01,2016,1,TBA,AL,7,12,30,30,0,0,0,526,174,95,32,49,167,0.259,4.88,2.0,10,2.0,0,738.0,0,103,5.0,11.0,10.0,2016.0,TBA,AL,3750000.0
snellbl01,2016,1,TBA,AL,6,8,19,19,0,0,0,267,93,35,5,51,98,0.269,3.54,0.0,6,0.0,1,401.0,0,44,2.0,2.0,7.0,,,,
socolmi01,2016,1,SLN,NL,1,0,15,0,0,0,0,54,5,4,2,5,16,0.086,2.0,0.0,0,0.0,0,64.0,6,4,0.0,1.0,0.0,,,,
solissa01,2016,1,WAS,NL,2,4,37,0,0,0,0,123,31,11,1,21,47,0.211,2.41,2.0,2,1.0,0,172.0,10,12,3.0,0.0,3.0,,,,
somsela01,2016,1,CIN,NL,0,0,2,0,0,0,0,7,6,5,2,3,2,0.462,19.29,0.0,0,0.0,0,16.0,1,5,0.0,0.0,0.0,,,,
soriajo01,2016,1,KCA,AL,5,8,70,0,0,0,1,200,70,30,10,27,68,0.271,4.05,0.0,2,2.0,3,293.0,18,31,4.0,2.0,2.0,2016.0,KCA,AL,7000000.0
stephro01,2016,1,CIN,NL,2,3,8,8,0,0,0,111,41,25,9,19,31,0.279,6.08,1.0,2,4.0,1,170.0,0,26,0.0,0.0,3.0,,,,
stewabr01,2016,1,LAN,NL,2,2,7,5,0,0,0,84,33,18,7,12,25,0.292,5.79,1.0,0,0.0,0,126.0,0,18,1.0,0.0,1.0,,,,
storedr01,2016,1,TOR,AL,1,3,38,0,0,0,3,100,43,23,6,10,32,0.309,6.21,1.0,0,6.0,1,156.0,13,23,1.0,0.0,2.0,2016.0,TOR,AL,8375000.0
storedr01,2016,2,SEA,AL,3,0,19,0,0,0,0,55,13,7,1,3,16,0.191,3.44,0.0,0,1.0,0,72.0,1,7,0.0,0.0,1.0,2016.0,TOR,AL,8375000.0
strahma01,2016,1,KCA,AL,2,2,21,0,0,0,0,66,13,3,0,11,30,0.173,1.23,1.0,1,1.0,0,88.0,1,4,0.0,1.0,3.0,,,,
straida01,2016,1,CIN,NL,14,8,34,31,0,0,0,574,154,80,31,73,162,0.22,3.76,4.0,3,11.0,1,792.0,0,80,6.0,3.0,10.0,2016.0,CIN,NL,512100.0
strasst01,2016,1,WAS,NL,15,4,24,24,0,0,0,443,119,59,15,44,183,0.218,3.6,1.0,2,2.0,0,598.0,0,59,5.0,1.0,7.0,2016.0,WAS,NL,10400000.0
stratch01,2016,1,SFN,NL,1,0,7,0,0,0,0,30,11,4,1,5,6,0.289,3.6,0.0,0,0.0,0,43.0,7,4,0.0,0.0,2.0,,,,
streehu01,2016,1,LAA,AL,3,2,26,0,0,0,9,67,31,16,5,12,14,0.337,6.45,2.0,0,0.0,0,105.0,21,16,0.0,1.0,2.0,2016.0,LAA,AL,8000000.0
strichu01,2016,1,SFN,NL,3,3,72,0,0,0,3,183,50,21,4,19,57,0.221,3.1,3.0,3,2.0,0,250.0,14,21,0.0,3.0,2.0,2016.0,SFN,NL,517500.0
stripro01,2016,1,LAN,NL,5,9,22,14,0,0,0,300,96,44,10,30,74,0.25,3.96,3.0,6,1.0,0,419.0,4,46,3.0,1.0,7.0,2016.0,LAN,NL,507500.0
stromma01,2016,1,TOR,AL,9,10,32,32,0,0,0,612,209,99,21,54,166,0.264,4.37,0.0,9,4.0,1,855.0,0,104,2.0,2.0,22.0,2016.0,TOR,AL,515900.0
stroppe01,2016,1,CHN,NL,2,2,54,0,0,0,0,142,27,15,4,15,60,0.163,2.85,1.0,7,4.0,0,187.0,8,16,0.0,2.0,3.0,2016.0,CHN,NL,4400000.0
stumpda01,2016,1,PHI,NL,0,0,7,0,0,0,0,15,9,6,1,2,2,0.409,10.8,0.0,1,0.0,0,25.0,3,6,1.0,0.0,0.0,2016.0,PHI,NL,507500.0
sturdty01,2016,1,TBA,AL,0,1,16,0,0,0,0,55,18,8,1,6,14,0.273,3.93,1.0,0,1.0,0,75.0,6,8,2.0,0.0,2.0,,,,
suareal01,2016,1,SFN,NL,3,5,22,12,0,0,0,252,84,40,11,26,54,0.264,4.29,5.0,1,4.0,0,355.0,2,42,4.0,3.0,8.0,,,,
surkaer01,2016,1,OAK,AL,0,5,9,9,0,0,0,116,55,30,8,21,22,0.327,6.98,2.0,1,5.0,0,197.0,0,32,0.0,3.0,3.0,,,,
suterbr01,2016,1,MIL,NL,2,2,14,2,0,0,0,65,25,8,3,5,15,0.298,3.32,0.0,1,1.0,0,91.0,4,8,1.0,0.0,0.0,,,,
swarzan01,2016,1,NYA,AL,1,2,26,0,0,0,0,93,28,19,10,7,31,0.243,5.52,0.0,1,1.0,0,124.0,6,19,0.0,1.0,3.0,,,,
syndeno01,2016,1,NYN,NL,14,9,31,30,0,0,0,551,168,53,11,43,218,0.243,2.6,2.0,10,2.0,1,744.0,0,61,3.0,4.0,14.0,2016.0,NYN,NL,535375.0
taillja01,2016,1,PIT,NL,5,4,18,18,0,0,0,312,99,39,13,17,85,0.252,3.38,1.0,1,3.0,2,418.0,0,40,4.0,1.0,12.0,,,,
tanakma01,2016,1,NYA,AL,14,4,31,31,0,0,0,599,179,68,22,36,165,0.236,3.07,0.0,7,3.0,0,805.0,0,75,4.0,3.0,10.0,2016.0,NYA,AL,22000000.0
tazawju01,2016,1,BOS,AL,3,2,53,0,0,0,0,149,47,23,9,14,54,0.245,4.17,1.0,4,1.0,0,208.0,5,23,0.0,1.0,2.0,2016.0,BOS,AL,3375000.0
teherju01,2016,1,ATL,NL,7,10,30,30,1,1,0,564,157,67,22,41,167,0.223,3.21,2.0,7,9.0,1,758.0,0,70,4.0,1.0,11.0,2016.0,ATL,NL,3466666.0
tejadru01,2016,1,SLN,NL,0,0,1,0,0,0,0,3,2,2,2,0,0,0.4,18.0,0.0,0,0.0,0,5.0,1,2,0.0,0.0,0.0,2016.0,SLN,NL,1500000.0
teperry01,2016,1,TOR,AL,0,1,20,0,0,0,0,55,17,6,1,8,18,0.233,2.95,1.0,3,3.0,0,85.0,13,8,1.0,0.0,0.0,,,,
tepesni01,2016,1,LAN,NL,0,1,1,1,0,0,0,12,7,5,1,0,3,0.368,11.25,0.0,0,0.0,0,19.0,0,5,0.0,0.0,0.0,,,,
thompja03,2016,1,PHI,NL,3,6,10,10,0,0,0,161,53,34,10,28,32,0.265,5.7,1.0,4,4.0,0,237.0,0,34,2.0,3.0,9.0,,,,
thornma01,2016,1,SDN,NL,1,0,18,0,0,0,0,51,22,11,2,6,9,0.314,5.82,0.0,0,1.0,0,77.0,8,12,0.0,0.0,4.0,2016.0,SDN,NL,1600000.0
thornty01,2016,1,MIL,NL,8,5,67,0,0,0,13,201,38,16,6,25,90,0.162,2.15,1.0,4,2.0,0,263.0,23,19,0.0,1.0,1.0,2016.0,MIL,NL,513900.0
tillmch01,2016,1,BAL,AL,16,6,30,30,0,0,0,516,155,72,19,66,140,0.244,3.77,1.0,9,7.0,0,715.0,0,73,2.0,4.0,20.0,2016.0,BAL,AL,6225000.0
tollesh01,2016,1,TEX,AL,2,2,37,0,0,0,11,109,53,31,8,10,29,0.338,7.68,2.0,1,0.0,0,168.0,19,32,0.0,1.0,0.0,2016.0,TEX,AL,3275000.0
tollias01,2016,1,BAL,AL,1,0,5,0,0,0,0,14,5,3,1,3,5,0.263,5.79,0.0,0,0.0,0,22.0,2,4,0.0,0.0,0.0,,,,
tomlijo01,2016,1,CLE,AL,13,9,30,29,0,0,0,522,187,85,36,20,118,0.269,4.4,2.0,4,3.0,0,725.0,1,97,4.0,4.0,6.0,2016.0,CLE,AL,2250000.0
tonkimi01,2016,1,MIN,AL,3,2,65,0,0,0,0,215,80,40,13,24,80,0.28,5.02,0.0,5,3.0,0,315.0,23,46,2.0,0.0,7.0,2016.0,MIN,AL,515000.0
torreca01,2016,1,MIL,NL,3,3,72,0,0,0,2,247,65,25,8,30,78,0.217,2.73,3.0,1,4.0,1,339.0,12,26,3.0,2.0,6.0,2016.0,MIL,NL,1050000.0
torrejo02,2016,1,SDN,NL,0,0,4,0,0,0,0,9,3,0,0,2,3,0.25,0.0,0.0,1,0.0,0,14.0,1,0,0.0,0.0,0.0,,,,
treinbl01,2016,1,WAS,NL,4,1,73,0,0,0,1,201,51,17,5,31,63,0.224,2.28,6.0,1,0.0,0,263.0,17,19,2.0,2.0,17.0,2016.0,WAS,NL,524900.0
triggan01,2016,1,OAK,AL,1,1,24,6,0,0,0,169,56,27,5,13,55,0.255,4.31,1.0,2,3.0,0,238.0,7,30,1.0,1.0,3.0,,,,
tropeni01,2016,1,LAA,AL,3,2,13,13,0,0,0,205,70,27,14,31,68,0.27,3.56,1.0,4,2.0,0,296.0,0,27,1.0,3.0,4.0,,,,
tsaoch01,2016,1,LAN,NL,0,1,2,0,0,0,0,5,1,1,0,3,0,0.167,5.4,0.0,0,0.0,0,9.0,2,1,0.0,0.0,0.0,,,,
tuivasa01,2016,1,SLN,NL,0,0,12,0,0,0,0,27,12,6,0,6,7,0.308,6.0,0.0,1,2.0,0,47.0,4,6,0.0,0.0,0.0,,,,
turneja01,2016,1,CHA,AL,1,2,18,2,0,0,0,74,33,18,5,16,18,0.324,6.57,1.0,2,2.0,0,122.0,8,27,0.0,2.0,3.0,,,,
ueharko01,2016,1,BOS,AL,2,3,50,0,0,0,7,141,34,18,8,11,63,0.2,3.45,1.0,1,2.0,0,184.0,12,18,1.0,0.0,2.0,2016.0,BOS,AL,9000000.0
urenajo01,2016,1,MIA,NL,4,9,28,12,0,0,1,251,91,57,11,29,58,0.275,6.13,6.0,0,6.0,0,373.0,4,59,3.0,4.0,6.0,,,,
uriasju01,2016,1,LAN,NL,5,2,18,15,0,0,0,231,81,29,5,31,84,0.274,3.39,0.0,3,4.0,0,336.0,1,32,4.0,1.0,6.0,,,,
valdejo03,2016,1,LAA,AL,2,3,25,0,0,0,0,70,17,11,4,16,22,0.202,4.24,0.0,2,0.0,1,100.0,4,11,0.0,0.0,2.0,,,,
vargace01,2016,1,SDN,NL,0,3,7,7,0,0,0,102,41,19,5,15,28,0.301,5.03,1.0,0,1.0,0,154.0,0,19,0.0,2.0,3.0,,,,
vargaja01,2016,1,KCA,AL,0,0,3,3,0,0,0,36,8,3,1,3,11,0.182,2.25,0.0,0,0.0,0,47.0,0,3,0.0,0.0,0.0,2016.0,KCA,AL,8500000.0
velasvi01,2016,1,PHI,NL,8,6,24,24,1,1,0,393,129,60,21,45,152,0.263,4.12,1.0,3,1.0,0,551.0,0,64,9.0,5.0,12.0,2016.0,PHI,NL,516000.0
vendipa01,2016,1,TOR,AL,0,0,8,0,0,0,0,26,11,5,1,4,7,0.297,5.19,0.0,0,1.0,0,44.0,3,8,0.0,2.0,0.0,,,,
vendipa01,2016,2,SEA,AL,0,0,7,0,0,0,0,40,13,9,4,7,12,0.265,6.08,1.0,0,1.0,0,58.0,4,10,0.0,1.0,3.0,,,,
ventuyo01,2016,1,KCA,AL,11,12,32,32,2,0,0,558,190,92,23,78,144,0.263,4.45,1.0,13,8.0,1,816.0,0,96,3.0,4.0,21.0,2016.0,KCA,AL,1200000.0
verhadr01,2016,1,DET,AL,1,0,19,0,0,0,0,57,28,15,3,7,10,0.346,7.11,1.0,1,1.0,0,90.0,4,15,0.0,1.0,2.0,2016.0,DET,AL,509500.0
verlaju01,2016,1,DET,AL,16,9,34,34,2,0,0,683,171,77,30,57,254,0.207,3.04,1.0,6,8.0,0,903.0,0,81,4.0,7.0,8.0,2016.0,DET,AL,28000000.0
verrelo01,2016,1,NYN,NL,3,8,35,12,0,0,0,275,100,53,16,43,66,0.283,5.2,3.0,4,4.0,1,406.0,10,55,3.0,3.0,10.0,2016.0,NYN,NL,514875.0
villaca01,2016,1,SDN,NL,2,2,51,0,0,0,1,222,89,49,17,14,61,0.297,5.96,4.0,2,3.0,0,321.0,11,50,2.0,2.0,4.0,2016.0,SDN,NL,1490314.0
vinceni01,2016,1,SEA,AL,4,4,60,0,0,0,3,181,53,25,11,15,65,0.231,3.73,5.0,0,1.0,0,247.0,15,26,1.0,1.0,4.0,2016.0,SEA,AL,525500.0
vizcaar01,2016,1,ATL,NL,1,4,43,0,0,0,10,116,37,19,3,26,50,0.24,4.42,3.0,3,1.0,1,182.0,24,25,1.0,0.0,2.0,2016.0,ATL,NL,897500.0
vogelry01,2016,1,PIT,NL,3,7,24,14,0,0,0,247,80,44,11,40,61,0.254,4.81,2.0,4,4.0,0,366.0,2,51,6.0,0.0,6.0,2016.0,PIT,NL,2000000.0
